"gene","module"
"NUPR1","blue"
"KIAA1598","blue"
"KLHL30","magenta"
"POR","green"
"AMAC1","grey"
"SUSD5","grey"
"C4orf49","grey"
"COQ10A","turquoise"
"VIPR2","magenta"
"ECHDC3","green"
"C5","grey60"
"RCAN1","purple"
"DACH1","grey"
"RAB31","greenyellow"
"RHOF","green"
"LOC146429","grey"
"FAHD1","turquoise"
"MIR24-2","lightcyan"
"IGKC","tan"
"PHACTR1","magenta"
"GOLM1","greenyellow"
"RNF207","turquoise"
"CSRNP3","brown"
"YPEL1","brown"
"SNORD52","red"
"MPI","turquoise"
"MET","red"
"LILRA1","blue"
"QPCT","greenyellow"
"ROBO1","greenyellow"
"C21orf91","brown"
"LHX6","grey"
"CRTAC1","blue"
"SNORA67","cyan"
"STARD10","magenta"
"LOC642947","grey"
"PANK1","turquoise"
"HERC2P3","salmon"
"ZNF594","brown"
"GPRC5A","blue"
"ICK","brown"
"GIMAP2","tan"
"KCNJ11","green"
"MARCKS","yellow"
"CCDC6","red"
"RPL32","pink"
"DNAJC6","turquoise"
"LOC100130331","pink"
"SNORD115-25","brown"
"SNORD50B","blue"
"ASB10","magenta"
"C6orf115","blue"
"VIM","greenyellow"
"KCNS3","yellow"
"TSPAN15","black"
"DYRK1B","brown"
"SCPEP1","turquoise"
"TMEM144","brown"
"DDO","turquoise"
"SIRPB1","blue"
"SLC4A4","brown"
"NRXN3","blue"
"GTF2H2","grey"
"WWTR1","blue"
"KRTAP10-9","grey"
"BID","green"
"NCRNA00287","turquoise"
"NLGN1","turquoise"
"CSGALNACT1","turquoise"
"GEN1","brown"
"SCAMP5","brown"
"FAM167B","red"
"ARHGAP15","tan"
"MT1DP","cyan"
"AP2M1","turquoise"
"ERI2","brown"
"C14orf132","brown"
"SNORD24","pink"
"EPB49","turquoise"
"AK5","yellow"
"FERMT3","blue"
"LILRB2","blue"
"IFRD1","red"
"C20orf54","green"
"GIMAP7","grey"
"ADAMTSL5","grey"
"ADAMTS12","blue"
"DOCK9","salmon"
"FZD1","brown"
"HPGD","blue"
"GNA15","blue"
"CHST15","blue"
"SERPINB1","red"
"SKAP2","blue"
"PM20D2","grey"
"FLJ43860","grey"
"ST3GAL6","purple"
"EHD2","grey60"
"GAS2","turquoise"
"SNORA56","grey"
"TNFSF13B","tan"
"TBPL1","salmon"
"SLC35F1","turquoise"
"IGSF9B","grey"
"NFASC","yellow"
"ADA","blue"
"HP","blue"
"CATSPERB","salmon"
"SNORA40","pink"
"FRRS1","grey"
"ITK","tan"
"SNORD50A","pink"
"HERC2P2","salmon"
"CDCA2","red"
"IL3RA","blue"
"REP15","grey"
"TWF2","turquoise"
"DOC2B","blue"
"ZNF117","yellow"
"SYTL2","yellow"
"PCDHB9","brown"
"CAPS2","turquoise"
"MST4","blue"
"CXCR1","blue"
"PEX12","brown"
"SNORD116-29","grey"
"ALG3","green"
"CNTN4","yellow"
"NRN1","yellow"
"SYNPO2L","turquoise"
"RPS28","blue"
"PSTPIP2","blue"
"CD8A","tan"
"FAM71F2","grey"
"PTPRU","green"
"C1QTNF3","yellow"
"KDELC1","blue"
"SNORA71B","pink"
"PLEKHA6","brown"
"BNC2","greenyellow"
"WDR49","brown"
"LIN7A","green"
"LRRC4","red"
"NRARP","grey"
"ZNF283","brown"
"MUC12","grey"
"CPEB4","salmon"
"SLC31A1","red"
"ZYX","red"
"SNORA27","blue"
"PPP1R3B","turquoise"
"GVINP1","midnightblue"
"NDUFB3","magenta"
"C10orf54","green"
"MAPK6","red"
"SCARA3","yellow"
"CFB","blue"
"BICD1","brown"
"EIF4EBP1","green"
"TESC","turquoise"
"NUAK1","grey"
"SNORA19","blue"
"ATP1A1","green"
"C22orf25","turquoise"
"FAH","black"
"CD109","blue"
"ST6GALNAC1","turquoise"
"PHKA1","turquoise"
"DKK3","turquoise"
"KLRG1","turquoise"
"FNDC4","blue"
"DTX2","grey"
"FOXO3B","salmon"
"PPIP5K2","green"
"TSC22D2","purple"
"RRAS2","purple"
"CSF1","blue"
"NEDD9","cyan"
"FMNL3","greenyellow"
"SRGAP3","turquoise"
"CYFIP2","turquoise"
"MARK3","green"
"OR10H5","grey"
"MGP","greenyellow"
"SERPINA5","blue"
"AEN","red"
"SNORA54","pink"
"MAN2A2","magenta"
"LEFTY2","brown"
"PREX1","blue"
"C15orf41","turquoise"
"PDE1B","blue"
"RPP14","turquoise"
"PYGB","turquoise"
"FAM129A","turquoise"
"LPL","grey"
"ADAP2","blue"
"PLXNA4","yellow"
"RGS11","brown"
"CPNE8","blue"
"FTL","blue"
"CNKSR3","brown"
"GAPT","blue"
"PRSS45","grey"
"ZNF252","magenta"
"SLC2A5","grey"
"MYO18B","purple"
"TMEM159","turquoise"
"PPP1R14B","red"
"TNFRSF21","black"
"OR1F2P","grey"
"MEIS1","green"
"USH2A","turquoise"
"NKAIN2","grey"
"CLYBL","turquoise"
"MAPRE3","turquoise"
"EFNB2","grey"
"RASSF3","pink"
"CD93","blue"
"SGCE","yellow"
"GPR126","black"
"MIDN","red"
"KLF2","pink"
"STK33","turquoise"
"LOC400590","brown"
"ENO2","grey"
"TERF1P2","grey"
"S100A3","red"
"AXL","blue"
"OR7E13P","brown"
"PAFAH2","brown"
"MAN1A1","black"
"BCL9L","green"
"ZFAND5","yellow"
"ZNF91","turquoise"
"MNDA","blue"
"LOC100128830","grey"
"LMLN","turquoise"
"SMA5","grey"
"PEX7","turquoise"
"ENTPD6","green"
"SNORA5A","grey"
"NRM","blue"
"ZNF57","salmon"
"FHOD3","turquoise"
"MMP16","yellow"
"FAU","grey"
"MPHOSPH6","grey"
"IFI16","blue"
"ACADS","magenta"
"EHD3","turquoise"
"TMEM40","green"
"PRKCDBP","greenyellow"
"CYP7B1","black"
"CNNM4","turquoise"
"OSGEPL1","turquoise"
"ABHD10","turquoise"
"LPCAT2","blue"
"CAB39L","grey"
"LPAR6","blue"
"S100A6","pink"
"CD9","grey"
"EMCN","grey"
"RBM47","blue"
"ZNF845","grey"
"C11orf52","green"
"CIDEA","black"
"NR0B2","turquoise"
"RCN1","blue"
"ANKRD20A1","grey"
"RAB11FIP1","grey"
"UGCG","red"
"CCDC85A","salmon"
"RAB27A","blue"
"TAS2R3","grey"
"FGF11","turquoise"
"UFSP2","turquoise"
"CAT","yellow"
"LOC652811","greenyellow"
"AQP7","magenta"
"RICTOR","brown"
"CXorf36","blue"
"FABP5","grey"
"ACOT2","turquoise"
"STRBP","green"
"ARAP2","tan"
"EXOG","turquoise"
"EBF3","yellow"
"MRPL21","turquoise"
"MRTO4","red"
"BAIAP2","salmon"
"GUSBP3","grey"
"CDON","yellow"
"ANO2","grey"
"C13orf27","red"
"PDE7A","salmon"
"LOC157740","grey"
"ARHGAP18","blue"
"C12orf28","grey"
"EFHD1","grey"
"ZNF280B","brown"
"SERTAD3","red"
"LMOD3","turquoise"
"RAD54B","brown"
"THSD1P1","brown"
"ACAD10","turquoise"
"SCN5A","turquoise"
"TPRG1","black"
"LAMB1","grey"
"GNG7","turquoise"
"CD97","blue"
"DSE","blue"
"PNMAL1","turquoise"
"ZMAT4","grey"
"CNN2","blue"
"SEC24D","blue"
"MRPS25","magenta"
"RAMP2","yellow"
"HSPC159","brown"
"BMPR1B","grey"
"C11orf24","red"
"LGALS9B","blue"
"TRAF5","grey60"
"FAM49A","tan"
"SEZ6L","brown"
"PGCP","yellow"
"PLCXD3","salmon"
"MT1L","cyan"
"SLED1","blue"
"SCARNA12","pink"
"MPDU1","green"
"SIGLEC16","blue"
"SPA17","grey"
"CASP3","red"
"ECT2","red"
"TIMP3","salmon"
"SYCP2L","grey"
"RAB9B","turquoise"
"HIST1H1E","blue"
"P2RX6","brown"
"RPS24","pink"
"C19orf18","brown"
"LOC387646","grey"
"FMO1","yellow"
"LMAN1L","grey"
"KBTBD3","turquoise"
"NINL","magenta"
"FRAS1","grey"
"LY86","blue"
"RERG","yellow"
"ZNF850","grey"
"EBF2","yellow"
"C22orf34","grey"
"C14orf37","turquoise"
"STOX2","grey"
"NUDT12","turquoise"
"TIMM8A","grey"
"C21orf70","grey"
"MARCO","blue"
"DLG1","purple"
"PACSIN3","turquoise"
"FAM150B","grey"
"PIK3R3","green"
"CAND2","turquoise"
"C12orf39","turquoise"
"KCNE4","grey"
"MT1B","cyan"
"ARNTL2","blue"
"AVEN","green"
"FLJ25758","grey"
"BHLHE41","yellow"
"SNORD59A","turquoise"
"QPRT","turquoise"
"H19","green"
"GJC1","grey"
"SPINK1","red"
"DYNLT1","pink"
"NPC1","red"
"SOD3","yellow"
"SEPT6","greenyellow"
"PLA2G16","magenta"
"C1orf63","brown"
"RHBDF2","green"
"SPTBN5","turquoise"
"PDP2","grey"
"IL34","yellow"
"VIPR1","grey"
"APOBEC3B","grey"
"AIG1","turquoise"
"FAM177A1","purple"
"IGSF5","turquoise"
"PRRT2","yellow"
"A4GALT","red"
"ADAMTSL3","yellow"
"UBA7","midnightblue"
"DOCK8","blue"
"ORMDL2","red"
"DHRS11","turquoise"
"TAS2R13","brown"
"FAM173B","brown"
"TAS2R14","brown"
"IL17RA","blue"
"ZNF677","brown"
"HSDL2","turquoise"
"QRSL1","turquoise"
"SNORD31","grey"
"EYA1","turquoise"
"KRT8","green"
"ZNF485","grey"
"ATP6V0E2","turquoise"
"RASSF9","brown"
"SREBF1","blue"
"CXADR","turquoise"
"PRF1","tan"
"SNORD15A","blue"
"NPL","blue"
"BOK","black"
"TXN","blue"
"EPS8","blue"
"SLC29A4","black"
"LRRC37A4","grey"
"PLBD1","tan"
"ANGPTL2","grey"
"C21orf128","grey"
"CCNJL","magenta"
"FAM190A","turquoise"
"C17orf57","yellow"
"ATF7IP2","brown"
"CCDC99","red"
"CRY2","turquoise"
"ST3GAL1","green"
"KLF7","cyan"
"KLHL36","grey"
"FAM82A1","brown"
"GPR174","tan"
"MTUS2","turquoise"
"SNORA45","red"
"KYNU","blue"
"TMC7","grey"
"FLJ44606","turquoise"
"ATPBD4","turquoise"
"PGAP2","turquoise"
"BIN2","blue"
"GSDMB","yellow"
"NKAPP1","brown"
"IER2","lightcyan"
"DNM1","greenyellow"
"TIMP2","yellow"
"ILVBL","turquoise"
"C20orf197","turquoise"
"XAGE-4","grey"
"SMPX","grey"
"TMEM70","red"
"ANKRD20A3","grey"
"GPA33","purple"
"SPOCK2","grey"
"HRK","grey"
"TTC39C","blue"
"LOC151760","grey"
"DNAJB4","purple"
"PCDHB4","grey"
"ABLIM2","grey"
"HSD17B7P2","grey"
"ANKRD9","magenta"
"GLRX5","magenta"
"KCNA2","grey"
"TGFB1","blue"
"STARD7","green"
"PXMP4","turquoise"
"TMEM14A","yellow"
"MBP","turquoise"
"MASP1","brown"
"LOC100132099","grey"
"LIAS","turquoise"
"OSR1","blue"
"SNORD13P1","grey"
"APOBEC2","magenta"
"CSGALNACT2","blue"
"CCDC34","grey"
"ZNF443","grey"
"ARSK","grey"
"C9orf30","red"
"RASSF5","blue"
"TLE3","blue"
"CRHR2","grey"
"SNORD113-3","grey"
"COPZ2","brown"
"ISOC1","turquoise"
"ITGB1BP2","turquoise"
"COL4A2","blue"
"PROX1","turquoise"
"PCMTD2","turquoise"
"JUB","grey"
"ASS1","black"
"CYB5A","turquoise"
"CREB3L1","green"
"SNORA68","pink"
"LAMC2","red"
"SLC38A6","yellow"
"ZNF780B","brown"
"RNU11","pink"
"GABPB2","yellow"
"LOC100288034","grey"
"PODNL1","grey"
"TGM2","green"
"TIAM1","tan"
"ALPPL2","grey"
"SLFN11","blue"
"C17orf75","turquoise"
"ATP5L2","grey"
"PIGA","red"
"MAFK","purple"
"FRMD5","grey"
"COBL","green"
"GAS2L3","blue"
"PPM1L","magenta"
"GREB1","turquoise"
"TYMP","blue"
"NOSTRIN","grey"
"CACNA1H","salmon"
"ITPR1","yellow"
"C6orf192","yellow"
"PIN4","grey"
"PTH1R","salmon"
"DDX58","midnightblue"
"SNORD79","blue"
"TYROBP","blue"
"GPR128","grey"
"MIR103-2","brown"
"GRN","blue"
"NMRAL1","grey"
"KCNN2","turquoise"
"TNFAIP8L1","grey"
"CLEC2B","blue"
"EML4","greenyellow"
"FAM188B","yellow"
"EPDR1","turquoise"
"PTPN6","blue"
"HIST1H2BC","grey"
"LOC100287290","grey"
"IL1RAP","red"
"BAG2","red"
"SLCO4C1","yellow"
"ZNF622","green"
"DENND2C","purple"
"FSTL1","grey"
"TSC22D1","salmon"
"TBX20","turquoise"
"GPCPD1","brown"
"SCN4B","turquoise"
"TRIM55","purple"
"CD177","blue"
"NFKB2","lightcyan"
"RUNX2","yellow"
"MAST4","grey"
"SMAD6","grey"
"IFRD2","turquoise"
"IMPAD1","grey"
"GCNT1","blue"
"ECM1","blue"
"TGFB3","greenyellow"
"NANS","red"
"CFI","tan"
"PRDX6","green"
"MAP2K6","black"
"COLEC12","yellow"
"TMEM90B","turquoise"
"KRTAP10-2","grey"
"MYEF2","brown"
"G6PD","blue"
"GPC5","grey"
"PPPDE2","green"
"FYCO1","turquoise"
"C18orf19","turquoise"
"BAIAP2L1","salmon"
"IKBIP","blue"
"C10orf11","grey"
"GULP1","black"
"MGC23284","grey"
"SOX17","cyan"
"OMA1","turquoise"
"CXXC4","turquoise"
"AKR1C1","blue"
"CATSPER2","brown"
"VASP","red"
"TMEM65","magenta"
"GPR21","grey"
"ENAH","purple"
"COL19A1","purple"
"TRIM16","grey"
"LPHN1","magenta"
"WDR52","grey"
"SDCBP","grey"
"PTRH2","red"
"CACNB1","red"
"RNF152","grey"
"OR52K3P","grey"
"RPS26P11","grey"
"ZNF577","brown"
"KLF5","red"
"RBP7","grey"
"ZFP36L1","blue"
"POLR1E","purple"
"FAM58A","green"
"MAP2K1","red"
"HCG4","grey"
"MIR30D","turquoise"
"NKAPL","red"
"LRMP","tan"
"NECAB1","brown"
"HMGB2","brown"
"IRAK1BP1","magenta"
"ZNF415","turquoise"
"PLCL2","magenta"
"OXCT1","turquoise"
"HAX1","turquoise"
"ATP1A3","turquoise"
"SNX10","blue"
"MTHFR","green"
"ABHD2","red"
"TIMM8B","magenta"
"PRTG","brown"
"NCAM2","grey"
"SPATA18","yellow"
"C14orf45","brown"
"FAM9C","grey"
"SLFN13","midnightblue"
"PARM1","turquoise"
"KCTD12","blue"
"C10orf57","yellow"
"COL4A4","yellow"
"TUFT1","purple"
"FAM124A","turquoise"
"FOXRED2","turquoise"
"C9orf21","grey"
"CDK2","green"
"C17orf91","red"
"BBS2","brown"
"CREB3L2","blue"
"ODZ2","turquoise"
"C10orf72","yellow"
"NCRNA00245","grey"
"LOC401397","turquoise"
"SFRP5","grey"
"LGI4","yellow"
"MYL6","blue"
"PK155","grey"
"SNX2","blue"
"PRDM16","magenta"
"ALPK2","turquoise"
"WNK2","turquoise"
"ZNF257","grey"
"ACR","green"
"TRIM14","blue"
"SEC61A2","turquoise"
"ZNF675","brown"
"GBP2","midnightblue"
"PFN2","grey"
"HIST1H2BH","blue"
"BACH2","brown"
"XCL1","grey"
"SHMT1","black"
"GSTO1","grey"
"LIPE","black"
"TIE1","grey"
"SSPN","brown"
"LAMA3","grey60"
"LOC389607","grey"
"MYO1F","blue"
"MIR23A","grey"
"DMKN","grey"
"TEAD2","green"
"SLC29A2","green"
"GSTM2","turquoise"
"H1F0","green"
"ADAM21","grey"
"TPD52L1","turquoise"
"ATPIF1","turquoise"
"SPSB1","cyan"
"NSA2","grey"
"GIPC3","grey"
"DEXI","magenta"
"FBXO40","turquoise"
"RAG1AP1","blue"
"TFF3","black"
"TLE1","black"
"TSPAN13","green"
"GUSBP1","grey"
"KCNK6","grey"
"CHRFAM7A","grey"
"IQCJ","grey"
"TINAGL1","green"
"CYYR1","salmon"
"FAM185A","turquoise"
"RARRES2","black"
"MRO","grey"
"CHRNE","grey"
"NELF","red"
"ARVP6125","grey"
"COL5A2","greenyellow"
"UNC5B","grey"
"LILRA3","blue"
"PIK3R5","blue"
"CMTM7","blue"
"ETFDH","magenta"
"SBK2","grey"
"COL6A1","blue"
"LOC654342","grey"
"LOC100132147","grey"
"LDB2","yellow"
"MIR196A1","grey"
"SLC25A32","red"
"EPSTI1","midnightblue"
"SLC9A3R1","red"
"PPAT","red"
"SNRPB","green"
"DDR1","purple"
"GTF2IRD1","green"
"MOSPD1","purple"
"ANKRD18B","grey"
"RGS16","lightcyan"
"PECR","black"
"C1D","turquoise"
"SPI1","blue"
"LOC728024","brown"
"NAP1L5","brown"
"OSR2","black"
"NUDT4P1","green"
"STIM1","grey"
"NRG1","brown"
"GPC4","grey"
"CALHM2","blue"
"BCL11A","magenta"
"LYSMD1","turquoise"
"CYHR1","turquoise"
"C6orf150","blue"
"ZNF230","grey"
"SNORD32B","pink"
"RPS23","grey"
"AVPR1A","black"
"RALGPS2","grey"
"PTGER4","blue"
"ENTPD3","brown"
"CCND2","brown"
"SNORA44","pink"
"NHLRC3","brown"
"CCL14-CCL15","black"
"LOC283588","grey"
"LOC100130691","brown"
"ELOVL5","blue"
"C12orf29","red"
"BAI2","turquoise"
"GORAB","purple"
"PIGN","brown"
"EGR3","lightcyan"
"RAB23","greenyellow"
"FXYD5","blue"
"PBLD","brown"
"SORD","turquoise"
"TMED5","red"
"PLCB1","yellow"
"SYPL2","magenta"
"LOC646993","grey"
"ME1","black"
"PTGR2","turquoise"
"PGAM2","magenta"
"ZNF552","grey"
"IGKV3D-11","tan"
"C20orf203","grey"
"HAUS1","blue"
"SLC25A33","grey"
"PSMB9","midnightblue"
"PFKM","turquoise"
"PCYOX1","turquoise"
"NPPC","grey"
"ZC3H12B","yellow"
"UBE2MP1","grey"
"CACYBP","green"
"DFNA5","blue"
"SESN1","turquoise"
"SH3RF1","red"
"GTF2H2D","grey"
"LOC387790","brown"
"MAP3K8","blue"
"OTUD4","red"
"GRAMD1C","grey"
"OR2A7","black"
"KBTBD6","turquoise"
"RUNDC3B","grey"
"LOC100133130","grey"
"RPS6KA6","grey"
"ISYNA1","grey"
"CCDC125","brown"
"FBXO27","grey"
"ZNF658","turquoise"
"ITM2A","turquoise"
"CMAH","blue"
"MECOM","grey"
"TRPS1","greenyellow"
"ARL6IP1","black"
"ZNF717","brown"
"CITED4","magenta"
"VRK1","brown"
"ZNF487P","grey"
"SLC2A14","lightcyan"
"SAMSN1","blue"
"EGFR","black"
"LOC100128288","turquoise"
"KRBA2","turquoise"
"CCNG2","yellow"
"ERBB3","grey"
"ADAM23","turquoise"
"APOL1","blue"
"PMP2","grey"
"PTGR1","turquoise"
"LACTB2","turquoise"
"TAF4B","red"
"ADAM15","green"
"STK16","grey"
"MAFF","cyan"
"DYNC1I1","turquoise"
"ICAM2","green"
"ARL4D","grey"
"PAK1IP1","red"
"BRCA1","brown"
"RWDD2B","turquoise"
"HTATIP2","green"
"GCAT","magenta"
"MOBKL2B","salmon"
"TMEM132C","black"
"LY6G5B","grey"
"GAS7","grey"
"HS6ST1","green"
"DLG2","brown"
"TMUB1","green"
"WDYHV1","grey"
"SULF2","blue"
"PELI1","lightcyan"
"FAM110B","turquoise"
"TLR5","blue"
"STGC3","grey"
"CAV3","turquoise"
"NTAN1","blue"
"SNORA6","pink"
"BCL2L11","brown"
"SEMA6A","grey"
"TMEM99","turquoise"
"CTSF","brown"
"RGMA","green"
"PIK3R1","brown"
"C1orf170","magenta"
"RNF43","turquoise"
"SNRPD1","red"
"TRIM61","grey"
"ABCC5","turquoise"
"DACT1","greenyellow"
"TYRO3","black"
"MTHFD2L","brown"
"FBXL22","turquoise"
"ITGA4","tan"
"SIK2","black"
"TRIM63","turquoise"
"PMS2P1","brown"
"C22orf46","brown"
"PCK2","blue"
"GAS8","brown"
"LOC646870","grey"
"BAZ1A","blue"
"LOC646508","grey"
"INHBB","blue"
"VAMP1","grey"
"CD276","green"
"UQCRB","turquoise"
"PIK3R6","grey"
"NGFRAP1","turquoise"
"HIC1","grey"
"PTGDS","turquoise"
"C3orf64","grey"
"PDK1","turquoise"
"LRIG3","yellow"
"TERC","blue"
"POP5","brown"
"TNFRSF17","grey"
"XPNPEP2","blue"
"NPAS2","green"
"SLC35F2","blue"
"SNORD117","pink"
"ITPRIP","cyan"
"USP12","red"
"CYP51A1","red"
"TMEM154","blue"
"ACVRL1","green"
"PPM1H","grey"
"RBM8A","grey"
"DCBLD2","purple"
"ACOT13","grey"
"RASGEF1B","blue"
"SCARNA8","pink"
"FAM161A","grey"
"PHACTR3","magenta"
"SH3BGRL3","blue"
"KCNK3","green"
"PDE1C","turquoise"
"GMPR","magenta"
"P2RY12","blue"
"MIR126","grey"
"SLC22A3","black"
"MYOM2","turquoise"
"PRELID1","blue"
"HLA-DOA","tan"
"TBC1D2","blue"
"CACHD1","black"
"PIGB","yellow"
"CTNNA3","turquoise"
"KLF8","grey60"
"CD302","black"
"CLEC1A","yellow"
"NCRNA00183","grey"
"SEMA7A","blue"
"OR7D4","grey"
"TMEM104","green"
"LOC441956","grey"
"MAN2B1","blue"
"FAM43A","grey"
"SNORA65","pink"
"CACNA2D1","brown"
"ADH5","turquoise"
"BMP2","cyan"
"TMEM165","blue"
"COX4I2","turquoise"
"USP53","salmon"
"LPAR5","magenta"
"PLEKHA2","brown"
"PENK","yellow"
"RPL23P8","blue"
"ZNF749","red"
"ENTPD7","red"
"ICAM3","grey"
"B2M","midnightblue"
"DNAJC28","turquoise"
"PRSS50","grey"
"ASAH2","turquoise"
"HNMT","yellow"
"ZNF521","black"
"TCEANC","brown"
"IVD","turquoise"
"VWA5A","yellow"
"KREMEN1","turquoise"
"ST3GAL4","green"
"SLC14A1","turquoise"
"THAP2","grey"
"MAGED2","brown"
"DIXDC1","brown"
"GPR56","green"
"BTG3","blue"
"MSH2","brown"
"SNTB1","yellow"
"SPR","turquoise"
"ZNF285","turquoise"
"CHST3","red"
"IFT80","brown"
"SCRN3","turquoise"
"TCTN2","brown"
"PLXNB1","green"
"C21orf34","brown"
"C5orf56","brown"
"TFE3","blue"
"FLJ30403","turquoise"
"PCDHB2","grey"
"SYT17","yellow"
"PMF1","magenta"
"LOC284412","brown"
"ITPR3","blue"
"OR7E125P","brown"
"CA13","red"
"ALDH1B1","grey"
"HIVEP3","green"
"GKAP1","turquoise"
"ELK3","blue"
"DNA2","grey"
"SRSF3","grey"
"SMOC1","greenyellow"
"SLC37A2","blue"
"RGNEF","yellow"
"TENC1","salmon"
"ST6GALNAC2","magenta"
"KIAA0427","red"
"CHST6","greenyellow"
"C3orf33","turquoise"
"EEF1E1","red"
"NIPSNAP3B","turquoise"
"SNORA8","pink"
"HSPA13","red"
"MAP1LC3A","green"
"MYLK3","turquoise"
"TP53INP2","turquoise"
"REEP2","grey"
"SLC20A1","blue"
"TUBB2C","green"
"COL5A1","greenyellow"
"ZNF33B","turquoise"
"DEPDC6","grey"
"DAND5","turquoise"
"HCG27","brown"
"NUDT5","blue"
"TPST2","green"
"LOC284861","grey"
"CEP170P1","grey"
"HSD17B11","blue"
"ACTG1","blue"
"ALDH1A3","blue"
"LOC100293539","grey"
"LOC643659","grey"
"SNORD21","blue"
"MBOAT1","midnightblue"
"DNM1P41","grey"
"SHROOM3","purple"
"SLC43A3","blue"
"PLXNA3","blue"
"PLAC8","tan"
"GATA2","salmon"
"DNAJB9","red"
"GNG12","blue"
"NUDT17","turquoise"
"LRP10","green"
"KL","grey"
"C22orf13","magenta"
"C9orf171","green"
"CENPP","yellow"
"DHRS9","blue"
"ZNF542","red"
"WIPF3","grey"
"GABBR1","grey"
"HELB","midnightblue"
"ADAMTS6","grey"
"NAAA","brown"
"GCLM","red"
"UBE2H","brown"
"KLF6","blue"
"C11orf74","turquoise"
"LOC441268","grey"
"SUN2","green"
"UNC45B","turquoise"
"FAM20A","blue"
"ELMO1","salmon"
"PNPLA7","turquoise"
"PCP4","magenta"
"LOC646851","grey"
"B3GAT3","blue"
"MYO15B","yellow"
"FGGY","brown"
"PDE2A","salmon"
"C14orf19","grey"
"TMEM126A","grey"
"OCIAD2","green"
"NLRP3","tan"
"ALPK3","brown"
"PRAF2","blue"
"OSBPL11","salmon"
"OR52N4","yellow"
"C14orf139","black"
"SNORD96A","red"
"OR7E87P","grey"
"C17orf61","pink"
"ATOX1","pink"
"ZFAND2A","blue"
"SERPINB9","blue"
"RPS27A","pink"
"IL6R","blue"
"PLEKHO2","blue"
"APOBEC3G","midnightblue"
"RBMY2EP","grey"
"C14orf142","magenta"
"ZNF429","brown"
"MIR339","grey"
"SCXA","purple"
"TFB1M","turquoise"
"CHRNB1","grey"
"HIPK2","red"
"MADD","salmon"
"CYB5R1","grey"
"PIK3AP1","blue"
"NT5C3","grey"
"PRIMA1","green"
"NCOA3","salmon"
"OR5M10","grey"
"ICA1L","brown"
"SERINC2","blue"
"LDHD","turquoise"
"TMEM220","grey"
"PCSK5","yellow"
"SLC16A2","yellow"
"TAP1","blue"
"TNFAIP8L3","red"
"HMGB3","grey"
"TMEM98","yellow"
"KIAA0802","grey"
"COL4A1","blue"
"TEC","brown"
"LOC149837","turquoise"
"PLK3","lightcyan"
"MIR30C2","turquoise"
"CD82","magenta"
"STYXL1","grey"
"ZNF846","brown"
"RPS12","pink"
"PNO1","red"
"ATP7B","brown"
"NRP1","yellow"
"RBM43","yellow"
"ZNF563","turquoise"
"EFHC1","brown"
"LRRC2","turquoise"
"NACC1","green"
"ERP27","tan"
"LOC440173","grey"
"PDCD4","yellow"
"TMEM231","yellow"
"SULT1A2","grey"
"SOX6","brown"
"MYL1","grey"
"LOC100130581","grey"
"C14orf159","turquoise"
"IFITM1","blue"
"LOC100134868","brown"
"DUSP26","turquoise"
"FXYD1","turquoise"
"GLI3","greenyellow"
"TBC1D2B","grey60"
"ESR1","yellow"
"NUBPL","turquoise"
"PTPRE","red"
"GDAP1","brown"
"UCK2","red"
"TAS2R8","grey"
"IRAK4","blue"
"GNAI1","brown"
"CXCL11","tan"
"ITGB4","grey60"
"N6AMT1","turquoise"
"MIR181B1","grey"
"PIGH","blue"
"LGALS3BP","turquoise"
"LRRK2","yellow"
"GLT1D1","grey"
"TMEM108","yellow"
"DHX37","pink"
"GSN","yellow"
"CFL1","blue"
"C8orf4","grey"
"RPL39","pink"
"HIST1H4J","grey"
"DYNC2H1","yellow"
"KCNMA1","grey60"
"SLC2A13","red"
"C1orf97","turquoise"
"ITPK1","green"
"TMEM55A","turquoise"
"DIRAS1","magenta"
"LYRM7","turquoise"
"PPP1R14C","turquoise"
"EIF4A1","red"
"CYP4A11","grey"
"ARMCX2","brown"
"BMP8B","blue"
"COL11A2","grey"
"FMNL2","blue"
"PPL","green"
"LILRA5","blue"
"ZNF738","brown"
"DGKA","blue"
"LOC100132992","grey"
"PDZD2","turquoise"
"UBLCP1","grey"
"FRG1B","grey"
"SDK1","grey"
"SNORD83B","pink"
"RBBP9","brown"
"FAM65C","salmon"
"ZNF124","grey"
"PIP5K1B","turquoise"
"CECR2","green"
"TIPIN","grey"
"PCOTH","grey"
"PPM1J","turquoise"
"DHCR7","magenta"
"ICMT","green"
"DTX3L","blue"
"GABARAPL3","grey"
"CTSG","tan"
"RPA2","grey"
"GYPE","yellow"
"LRRC25","blue"
"PGM3","red"
"C7orf54","red"
"SFXN3","blue"
"SPDYE7P","grey"
"DMGDH","grey"
"CLCN4","turquoise"
"KLRAP1","yellow"
"ZCWPW2","brown"
"RNF217","purple"
"FAM118A","grey"
"HSDL1","turquoise"
"CENPN","purple"
"GPR124","yellow"
"AGT","turquoise"
"SMS","grey"
"SHB","purple"
"CLEC7A","blue"
"ZNF295","lightcyan"
"MAOB","turquoise"
"MCOLN1","blue"
"LEF1","greenyellow"
"CSPG4P1Y","grey"
"RPL23AP53","grey"
"DCN","yellow"
"KDM6A","grey"
"RIMKLA","turquoise"
"DCUN1D5","green"
"TTC30B","grey"
