"gene","module"
"ENAM","grey"
"HSD11B1L","green"
"ARMH3","turquoise"
"CHST3","blue"
"HOXA7","cyan"
"HDGFL3","purple"
"MRPS18B","turquoise"
"ME3","turquoise"
"COL15A1","magenta"
"IMMP1L","brown"
"ESYT1","grey"
"TEAD2","magenta"
"SLC40A1","grey"
"TSPAN13","magenta"
"HNRNPH2","green"
"CKS1B","pink"
"ST3GAL1","salmon"
"SMAP1","turquoise"
"WDR41","grey"
"CSDE1","turquoise"
"WDR18","red"
"WBP4","grey"
"CEBPG","turquoise"
"KCNA7","turquoise"
"SMTN","green"
"PLPP1","green"
"NUS1","brown"
"BCAP31","grey"
"SLC25A3","turquoise"
"CALU","brown"
"MRPS28","turquoise"
"SLC25A4","turquoise"
"EMP2","grey"
"AP3M2","turquoise"
"CCND3","magenta"
"NSF","grey"
"FCGRT","grey"
"PNISR","greenyellow"
"BMI1","brown"
"BAD","green"
"FECH","turquoise"
"EIF6","grey"
"UBL3","black"
"GOSR2","turquoise"
"SNX13","turquoise"
"ANXA5","pink"
"BOP1","grey"
"HSPH1","grey"
"ISG20","magenta"
"BMP6","yellow"
"ELAPOR2","grey"
"PRKY","salmon"
"METTL9","turquoise"
"UBE2E3","purple"
"C14orf132","pink"
"ADAM19","turquoise"
"OARD1","grey"
"MEDAG","pink"
"TPCN2","blue"
"ERCC8","brown"
"TOB1","greenyellow"
"GPS1","blue"
"PIM1","tan"
"FUCA1","salmon"
"RPL34","grey"
"SPRY1","purple"
"SLC39A4","grey"
"CARD16","magenta"
"TM7SF2","grey"
"MRPL11","green"
"SNRPD3","cyan"
"CYP27A1","turquoise"
"CENPX","grey"
"TARS3","turquoise"
"BEND5","grey"
"LRRN4CL","pink"
"PERP","blue"
"SERPINE2","turquoise"
"AFG3L2","green"
"TRUB1","brown"
"FGFR4","magenta"
"MAPK8IP1","grey"
"RHOQ","brown"
"SYNGR1","turquoise"
"SMARCD3","blue"
"OAT","salmon"
"FAM89A","red"
"VIT","pink"
"TRAP1","grey"
"OLFML2A","grey"
"TNFRSF4","grey"
"GTPBP6","green"
"FAM234A","turquoise"
"RPS15A","grey"
"BCKDK","turquoise"
"SNX7","pink"
"GATD3","turquoise"
"NOSIP","blue"
"DYNLT1","turquoise"
"GMPR","grey"
"SLC6A8","green"
"SYNC","brown"
"CSPG4","grey"
"GMNN","brown"
"SERPINF1","black"
"UQCR11","green"
"TIE1","grey"
"RAB13","green"
"GPR146","turquoise"
"ZNF358","brown"
"BMERB1","green"
"PTPN23","grey"
"HEXIM1","grey"
"ARRDC4","blue"
"SNX5","brown"
"CYSTM1","green"
"ACSF2","turquoise"
"HMGB1","black"
"CSNK2A1","turquoise"
"PAK2","grey"
"DBT","grey"
"ACVR2B","cyan"
"ZNF23","turquoise"
"PCYT2","turquoise"
"RPUSD4","grey"
"CTSC","tan"
"ST13","black"
"PLAAT4","tan"
"UCHL5","brown"
"ECHDC3","grey"
"SORD","turquoise"
"LARP6","grey"
"TLE2","cyan"
"COX15","turquoise"
"CNNM4","grey"
"RAB10","blue"
"SYVN1","blue"
"PPARA","turquoise"
"OLIG1","turquoise"
"F8A1","grey"
"LAMP2","blue"
"RARS1","brown"
"KCNJ8","magenta"
"MYOM1","green"
"PECR","turquoise"
"TRIL","grey"
"NISCH","yellow"
"RAI2","salmon"
"PEA15","red"
"MIIP","blue"
"IFI27L1","grey"
"PIK3CB","brown"
"TARS1","turquoise"
"CARHSP1","red"
"NMRAL1","tan"
"PIGF","turquoise"
"URM1","green"
"ILRUN","green"
"MCM7","yellow"
"RRP7A","grey"
"EBAG9","brown"
"DLG5","yellow"
"CPT1B","turquoise"
"POLR1E","grey"
"JUN","blue"
"ZNF438","grey"
"TOMM70","black"
"CXCR4","tan"
"ENOSF1","blue"
"PXMP2","turquoise"
"C1orf115","turquoise"
"TTC17","yellow"
"TIPRL","brown"
"ACADM","brown"
"SRM","grey"
"COPS5","green"
"KHDRBS3","yellow"
"PKD2","purple"
"BLMH","turquoise"
"ARPC5","purple"
"LGALS12","midnightblue"
"TCEAL8","grey"
"CMIP","red"
"DDX24","grey"
"MBNL1","purple"
"MAP1LC3A","grey"
"RAB3IL1","pink"
"CRISPLD2","pink"
"MANF","red"
"NOA1","brown"
"TMEM276","lightcyan"
"ISOC1","grey"
"ANXA6","green"
"ADCY1","turquoise"
"SURF1","grey"
"CHRAC1","green"
"AP3D1","blue"
"PTPRM","grey"
"NDUFAF2","turquoise"
"CCSER2","turquoise"
"BMPR1A","turquoise"
"PHYH","turquoise"
"ACAP1","turquoise"
"RAB5B","green"
"WIPF1","magenta"
"LAMA4","grey"
"FOXC1","red"
"LDHC","turquoise"
"BSCL2","red"
"HSPA4","black"
"TRIM29","yellow"
"RAD51C","turquoise"
"SNTB2","cyan"
"SIRPD","black"
"TNS1","green"
"TERF2","purple"
"CPSF1","blue"
"PAFAH2","yellow"
"SLC44A2","yellow"
"UBTD1","grey"
"AP1S2","brown"
"IER3IP1","black"
"RBMS3","purple"
"GPRIN3","turquoise"
"ZNF366","grey"
"TENT5C","grey"
"GTF2F2","turquoise"
"CACNG6","grey"
"ADH5","brown"
"PGAP3","red"
"RPL3L","grey"
"TUBG1","lightcyan"
"PTGDR2","grey"
"LAYN","red"
"NAXE","lightcyan"
"VPS72","blue"
"MTIF3","green"
"SLC25A29","blue"
"SPAG7","green"
"PDGFA","red"
"RTL8C","grey"
"SLC35F5","brown"
"SURF4","grey"
"PRDM2","blue"
"CEP170","grey"
"SDSL","grey"
"IGF2R","grey"
"POLR2J2","black"
"FAM241B","yellow"
"SLC25A37","grey"
"JMJD7-PLA2G4B","blue"
"ATP6V0A1","blue"
"SIDT2","red"
"MTMR6","black"
"RABL6","green"
"GNA11","red"
"PIAS2","turquoise"
"MRPL48","turquoise"
"VCAN","pink"
"BEX3","grey"
"MAP3K20","brown"
"PDHA1","turquoise"
"NOMO1","turquoise"
"KIF21A","brown"
"INTS11","grey"
"TNIP1","green"
"P4HB","grey"
"SCRN2","red"
"SRRT","yellow"
"FBXO31","grey"
"IER2","magenta"
"HERC2","brown"
"HOXC6","purple"
"RERE","blue"
"ZNF428","grey"
"ATP5IF1","yellow"
"CREBBP","blue"
"HOXC10","turquoise"
"FAM107B","pink"
"PDE4A","turquoise"
"B2M","tan"
"GPN2","grey"
"AIFM1","green"
"ATP6AP2","purple"
"SRSF3","purple"
"SPATA18","blue"
"ATP2C1","turquoise"
"SMDT1","grey"
"AHSA2P","purple"
"DNPEP","green"
"ADRA1D","midnightblue"
"TAS2R14","lightgreen"
"ZNF256","grey"
"SLC25A36","cyan"
"KPNA1","brown"
"FDX1","brown"
"SLC25A45","yellow"
"BAK1","green"
"BZW2","green"
"MRPL30","turquoise"
"RTL6","brown"
"NECAP1","blue"
"TPM2","green"
"ANKRD23","yellow"
"TP53BP1","turquoise"
"SCPEP1","tan"
"UBN1","grey"
"CALCRL","purple"
"ATG4B","red"
"SERPINA3","pink"
"RPS18","yellow"
"EWSR1","blue"
"SERBP1","cyan"
"IGF2BP3","greenyellow"
"NDUFS2","turquoise"
"COA4","green"
"MROH8","turquoise"
"WDR47","grey"
"SDC4","red"
"RPS3","green"
"ST6GALNAC4","grey"
"CCDC32","grey"
"ATXN10","brown"
"LRIG3","greenyellow"
"PRKAR2B","magenta"
"PLEKHA1","cyan"
"LINC00265","yellow"
"CYRIA","turquoise"
"TTC19","brown"
"PDIA6","grey"
"DES","green"
"FLCN","grey"
"B4GALT5","turquoise"
"UBR7","grey"
"CHCHD5","green"
"COPZ2","green"
"B3GALT6","grey"
"PTCD3","turquoise"
"SNRPF","pink"
"PHKG1","grey"
"DAGLA","brown"
"NBN","grey"
"EEF2K","blue"
"CALHM2","red"
"NFE2L1","green"
"HOXA6","midnightblue"
"SNAPC5","turquoise"
"ARHGAP18","black"
"TMEM38B","salmon"
"CLN6","blue"
"LPCAT3","grey"
"CCDC110","purple"
"HMGCL","black"
"MYLK3","yellow"
"PNPT1","brown"
"PIGX","yellow"
"DNTTIP1","yellow"
"SPG21","grey"
"MTPN","black"
"POLR2F","turquoise"
"ADAR","magenta"
"MAOB","grey"
"ARL6IP5","blue"
"THNSL1","turquoise"
"ASXL1","yellow"
"ANKRD46","brown"
"MAPKAPK3","grey"
"GUSB","yellow"
"FZD9","grey"
"CLTCL1","grey"
"MGMT","yellow"
"PHF3","black"
"DSE","blue"
"RPRD1A","brown"
"NBL1","yellow"
"DNAJC19","turquoise"
"TNS3","magenta"
"EMC7","green"
"IMPDH1","red"
"PAX7","midnightblue"
"HHATL","grey"
"RNF20","black"
"MATN2","grey"
"WSB1","grey60"
"TMEM106B","brown"
"NBAS","turquoise"
"DTX2","red"
"GPC1","green"
"LRP3","grey"
"RPL12","blue"
"NRDC","turquoise"
"FAM220A","brown"
"MICOS13","turquoise"
"FXYD6","red"
"SMAD6","grey"
"POLB","green"
"STARD10","turquoise"
"PAMR1","pink"
"TUBE1","greenyellow"
"GNAS","grey"
"STAMBP","turquoise"
"CCT6A","green"
"INPP5J","turquoise"
"COQ10B","grey"
"SLC75A1","red"
"SIN3A","blue"
"GZMH","tan"
"AP2B1","turquoise"
"RPS6KA3","turquoise"
"PTS","brown"
"MGST2","turquoise"
"SAP18","turquoise"
"NFIX","grey"
"ISLR","grey"
"SART3","blue"
"KHSRP","blue"
"DNASE1L1","grey"
"GABPB1-IT1","salmon"
"ERCC1","green"
"ACADS","grey"
"DYRK1B","green"
"PLOD2","grey"
"DUSP13B","lightcyan"
"NDEL1","greenyellow"
"TPD52L1","grey"
"OSBPL11","grey60"
"APOL2","grey"
"EIF2D","lightcyan"
"DBN1","pink"
"MAP2K1","grey"
"MANEAL","grey"
"RPLP0","salmon"
"TEX2","brown"
"ANAPC2","turquoise"
"TJP1","purple"
"DPF2","blue"
"TSPAN17","green"
"PPP6C","brown"
"BPHL","turquoise"
"DCLK1","pink"
"LTAP1","green"
"USP25","black"
"ANP32A","black"
"UBAP1","green"
"ILKAP","greenyellow"
"LIMA1","pink"
"SRPX2","pink"
"COQ6","turquoise"
"SLC5A8","yellow"
"RPL13","pink"
"QSOX1","grey"
"ARNT","grey"
"GPRASP3","brown"
"SIAH2","grey"
"HK2","grey"
"ALKBH7","green"
"IRF9","magenta"
"RBBP5","lightgreen"
"RNF41","grey"
"TESK2","green"
"HERPUD1","blue"
"JUP","grey"
"PPM1A","turquoise"
"CARD10","magenta"
"BANF1","green"
"UBAC2","turquoise"
"RABGAP1","cyan"
"EPHX2","grey"
"CFDP1","grey"
"RNF115","cyan"
"NEU4","turquoise"
"TRUB2","turquoise"
"MAGOH","turquoise"
"FCN1","grey"
"RITA1","grey"
"FEZ1","pink"
"RPL3","pink"
"VKORC1L1","green"
"AMPD1","grey"
"TMEM135","grey"
"APOL3","magenta"
"FHL3","grey"
"COX5A","turquoise"
"ECI2","turquoise"
"DEGS1","red"
"LGR4","brown"
"ZNF502","grey"
"PDIA3","grey"
"AEBP1","grey"
"HINT2","green"
"CASP10","red"
"KRT14","midnightblue"
"AXL","pink"
"SMAD5","cyan"
"CBR1","green"
"PLEKHO1","grey"
"GTF3C6","turquoise"
"ASCC2","blue"
"DGLUCY","green"
"GYG1","brown"
"MIF","grey"
"C9orf72","grey"
"CCNT2","greenyellow"
"PMEPA1","grey"
"TMEM165","brown"
"SCO2","green"
"MRPL15","turquoise"
"GALNT2","grey"
"GPRC5B","magenta"
"CTDSP2","blue"
"ETF1","turquoise"
"PDSS2","turquoise"
"DYNLL2","lightcyan"
"AXIN1","green"
"NT5C3B","green"
"RPS19BP1","green"
"SMARCA5","black"
"EVX1","midnightblue"
"DDX11","yellow"
"CTNNA1","black"
"UBE2T","turquoise"
"ATP6V0C","blue"
"TSPO","red"
"RHOD","green"
"METTL5","turquoise"
"POLL","green"
"TESC","red"
"SBDS","purple"
"MSX1","magenta"
"TAF9B","brown"
"TCF15","magenta"
"IDI1","turquoise"
"ATP2A2","grey"
"OPTN","brown"
"MOAP1","green"
"ANXA2R-AS1","greenyellow"
"STIM1","grey"
"OVGP1","salmon"
"TAFA5","grey"
"CDA","yellow"
"NME4","green"
"MXRA8","pink"
"RNF5","green"
"AARS1","blue"
"RTN3","grey"
"MOCS2","turquoise"
"CASP4","pink"
"NCL","grey"
"P3H3","red"
"RBM28","blue"
"MYRIP","grey"
"SRP19","brown"
"AKR7A2","blue"
"SLC2A8","grey"
"VPS16","blue"
"TUG1","purple"
"GPR34","tan"
"CTSF","grey"
"AIF1","tan"
"F8","grey"
"VEZT","grey"
"SOX15","blue"
"BCAS2","black"
"TMED7","brown"
"GTPBP10","yellow"
"PDCD2","green"
"CRBN","grey"
"CLEC12A","grey"
"ZHX1","grey"
"DOHH","turquoise"
"PPIB","pink"
"DIAPH2","grey"
"PDCD5","turquoise"
"ZNF664","brown"
"SEPTIN10","grey60"
"SETBP1","grey"
"DPP6","yellow"
"OBSCN","green"
"LINC00526","salmon"
"AVIL","turquoise"
"USP13","lightgreen"
"WDR70","yellow"
"ARMCX6","green"
"SCRIB","black"
"UAP1","black"
"ABCB4","turquoise"
"UPK3A","grey"
"NXN","grey"
"MPLKIP","purple"
"MGME1","turquoise"
"AKR1A1","red"
"CGRRF1","turquoise"
"ASB15","turquoise"
"PTP4A3","yellow"
"NUP37","grey"
"AMY2A","salmon"
"CYB5R3","yellow"
"MRPL20","blue"
"CCR1","tan"
"RALY","green"
"AMY2B","salmon"
"NDUFA10","turquoise"
"CTBP2","purple"
"SOSTDC1","grey"
"LMCD1","yellow"
"TSPAN7","greenyellow"
"ATP5MF","turquoise"
"FERRY3","green"
"FILIP1","blue"
"LERFS","cyan"
"FOSL2","greenyellow"
"DARS1","brown"
"UQCRC1","turquoise"
"CIB1","red"
"DNAJC12","turquoise"
"SRPK1","brown"
"SLC25A6","red"
"MRAP2","turquoise"
"PRDX3","brown"
"GGPS1","brown"
"GKAP1","black"
"MSRB2","grey"
"MAP1B","tan"
"LRRC2","grey"
"PARP9","magenta"
"PLK2","red"
"RRN3","black"
"CINP","lightcyan"
"PCID2","blue"
"SHISA5","pink"
"ACSM5","turquoise"
"SNAP29","grey"
"UNC45B","grey"
"PRDX5","green"
"ING5","yellow"
"YTHDC1","purple"
"TRIM41","green"
"CASP3","grey"
"FOXL2","lightgreen"
"SYNM","grey"
"CSNK1A1","grey60"
"RAP1B","grey60"
"GALNT1","black"
"DLST","turquoise"
"CD46","greenyellow"
"CUL4B","brown"
"BIRC2","brown"
"RAMP1","blue"
"PAF1","grey"
"FBXW5","grey"
"TIMM8A","turquoise"
"ATP6V1E1","grey"
"RAPGEF2","grey60"
"LMO3","yellow"
"USP47","brown"
"TMEM156","black"
"BLOC1S2","turquoise"
"ARMCX3","turquoise"
"LIX1L","blue"
"PAAF1","blue"
"USF1","grey"
"DPH7","blue"
"SCAF11","black"
"ITPR1","purple"
"HADH","grey"
"LSMEM1","grey"
"AMY1A","salmon"
"GREB1L","yellow"
"ECHDC2","blue"
"NOP10","green"
"LAMB1","grey"
"MIB2","green"
"STN1","turquoise"
"CCDC28B","turquoise"
"YPEL1","turquoise"
"PRKCH","grey"
"GFM1","black"
"COBLL1","blue"
"ETV5","grey"
"FXR1","turquoise"
"ZDHHC14","grey"
"CCDC14","greenyellow"
"MPC2","turquoise"
"GMFB","grey"
"SIX1","grey"
"XBP1","greenyellow"
"PRXL2A","turquoise"
"KIAA0408","yellow"
"C19orf53","grey"
"NCBP2","brown"
"TMEM14A","pink"
"MAN1A2","grey"
"TMEM109","red"
"STAM","purple"
"ZBTB44","yellow"
"MRPL3","brown"
"SUV39H2","yellow"
"CENATAC","greenyellow"
"NUP43","yellow"
"DDX46","black"
"ARNT2","grey"
"ZNF330","greenyellow"
"ARX","grey"
"MACROH2A2","turquoise"
"FXYD1","grey"
"OSGIN1","grey"
"INAFM1","blue"
"AGPAT1","turquoise"
"SEC61G","grey"
"POLR2B","turquoise"
"NUDCD3","grey"
"UBP1","brown"
"TRA2A","yellow"
"MRPL14","green"
"RING1","blue"
"BMPR2","turquoise"
"ANXA4","pink"
"ZDHHC3","green"
"COL12A1","pink"
"NDUFA7","grey"
"SEMA4D","blue"
"PHF10","grey"
"SELENOK","salmon"
"ZNF281","blue"
"TMEM65","brown"
"OPN3","turquoise"
"NELFB","green"
"EIF3J","turquoise"
"KCTD12","blue"
"SSB","grey60"
"PLIN2","blue"
"CC2D1A","yellow"
"LIMK2","yellow"
"DPYSL5","midnightblue"
"EXOC8","grey60"
"DYNC1H1","blue"
"EMP3","pink"
"CSNK1D","grey"
"ATMIN","black"
"DARS2","turquoise"
"ZNF768","green"
"CORO1C","pink"
"MYL12A","grey"
"SMARCC2","grey"
"SQOR","brown"
"DACH1","magenta"
"GRN","red"
"HDHD5","turquoise"
"DOCK9","red"
"PWWP2B","green"
"ANKRD33","grey"
"ANKMY2","grey"
"DPP8","turquoise"
"THBS1","pink"
"ZNF669","yellow"
"MAP3K19","lightgreen"
"YIPF7","green"
"PYGM","green"
"DENND5B","brown"
"RBM4","red"
"COMMD10","brown"
"DEFB1","pink"
"ARHGAP10","grey"
"NADK","blue"
"TMEM245","grey"
"SRF","grey"
"NMT2","yellow"
"FAM43A","turquoise"
"KLC2","grey"
"RAB40C","blue"
"A4GALT","pink"
"GBF1","grey"
"TPP1","red"
"TIGD1","grey"
"APOBEC2","purple"
"BBX","cyan"
"FGGY","blue"
"TARBP1","yellow"
"SNRNP35","black"
"TRIOBP","yellow"
"MRPL23","green"
"TRO","red"
"ANKRD9","grey"
"MACF1","blue"
"SLC25A28","yellow"
"BRD3","grey"
"VBP1","brown"
"PADI2","grey"
"TARBP2","grey"
"GLS","brown"
"TICAM1","red"
"GPN3","salmon"
"BNIP3L","cyan"
"GNB1","red"
"UPF3A","greenyellow"
"SCAP","blue"
"RBM18","brown"
"SRXN1","greenyellow"
"TSC22D2","greenyellow"
"STOM","red"
"NKIRAS1","black"
"MID2","turquoise"
"DRAP1","black"
"TENT2","purple"
"SYNE1","blue"
"USP7","green"
"PDGFC","grey"
"PCCA","turquoise"
"STT3A","blue"
"BCL2L1","red"
"DRG1","grey"
"USE1","black"
"INTS13","turquoise"
"EXOC7","salmon"
"IPP","lightgreen"
"TMEM86B","midnightblue"
"SPSB2","red"
"ATP1A2","grey"
"BBS5","grey"
"CROT","grey"
"TRRAP","blue"
"PITX2","grey"
"GZMA","tan"
"NXF1","blue"
"CPNE2","red"
"C12orf57","grey"
"NUCKS1","cyan"
"PRRG1","purple"
"CPSF7","midnightblue"
"HOXA9","purple"
"PSMB8","tan"
"IFIT3","magenta"
"RAN","salmon"
"SLC12A4","grey"
"PGK1","turquoise"
"TTC3","grey"
"GUCY1B1","magenta"
"TMEM106C","grey"
"PRICKLE1","grey"
"YWHAH","blue"
"IFIT2","magenta"
"ERH","grey"
"PDIK1L","black"
"CNIH4","black"
"THAP4","lightcyan"
"TPRG1","grey"
"RBBP7","black"
"MRPL16","turquoise"
"HSPBAP1","grey"
"BRI3","grey"
"HINT3","turquoise"
"EHD1","magenta"
"SRPK2","grey"
"CLINT1","brown"
"CCDC107","grey"
"ZNF76","grey"
"PSMC4","red"
"ACO1","brown"
"ERGIC2","brown"
"KLHDC10","brown"
"SLC67A1","pink"
"TCEAL7","blue"
"PLCB1","brown"
"KCTD8","yellow"
"TRIM38","tan"
"NPEPL1","grey"
"YAF2","brown"
"SS18L1","turquoise"
"VPS52","grey"
"TYW2","turquoise"
"BAMBI","turquoise"
"LSM1","brown"
"SEPTIN7","black"
"MEMO1","turquoise"
"RIDA","brown"
"TOMM40","green"
"VHL","yellow"
"METTL15","brown"
"TDRD9","midnightblue"
"DPM1","salmon"
"STK38","lightcyan"
"ASB2","grey"
"LAP3","magenta"
"ASTE1","blue"
"DIP2C","grey"
"PODXL","black"
"PHF13","blue"
"RARRES1","pink"
"TMEM50B","green"
"COA7","grey"
"RETREG3","grey"
"MCUB","pink"
"HEXD","blue"
"GLDC","grey"
"EIF4E2","grey"
"USP16","brown"
"ABCC8","grey"
"CNN1","red"
"PCED1A","red"
"DENND6A","black"
"FAAH","greenyellow"
"TGFBR3","yellow"
"ATP5MG","turquoise"
"TM6SF1","green"
"MRPL39","brown"
"SYNE3","pink"
"BUD13","blue"
"SLC66A3","pink"
"KIAA2013","green"
"TMEM38A","green"
"NIPSNAP1","turquoise"
"TSPYL2","blue"
"ZNF653","blue"
"ZDHHC8","red"
"ADGRE5","yellow"
"FAM110D","red"
"SERPINB6","lightcyan"
"GPC4","turquoise"
"SGCB","brown"
"MAP1S","grey"
"PELP1","grey"
"SLC37A4","grey"
"RPP40","brown"
"HSPB2","grey"
"HLTF","turquoise"
"BIVM","brown"
"DTNA","grey"
"CDC37","grey"
"FUNDC2","green"
"SNN","turquoise"
"ABCF1","grey"
"GPRC5C","yellow"
"RNF121","turquoise"
"FOXJ2","blue"
"TBCK","grey"
"MICAL1","red"
"GPD2","brown"
"PRNP","purple"
"CCM2","lightcyan"
"RDX","brown"
"USP14","yellow"
"NXT1","red"
"AGPAT5","brown"
"ACSS2","blue"
"NPC2","red"
"ETV6","turquoise"
"PFN1","red"
"INPP4B","grey"
"PPIL1","brown"
"NUAK1","midnightblue"
"H2BC21","yellow"
"COPRS","lightcyan"
"CELF2","blue"
"SYNPO","green"
"RTKN","turquoise"
"IDH1","turquoise"
"JMJD1C","grey60"
"MYO19","turquoise"
"RPL36A","grey"
"ARV1","turquoise"
"SPG7","blue"
"MAP3K14","blue"
"BRD8","blue"
"SRP68","grey"
"LYL1","red"
"IP6K1","blue"
"HAPSTR1","brown"
"GALK1","blue"
"BTG1","purple"
"XK","brown"
"CITED4","grey"
"SLU7","grey"
"ABCE1","brown"
"MRPL4","green"
"CALM1","greenyellow"
"EPM2AIP1","grey"
"SNTA1","lightcyan"
"PARVB","turquoise"
"CLDN11","pink"
"PACSIN2","red"
"C11orf71","turquoise"
"EPC1","grey"
"RIOX2","brown"
"DNAJC11","lightcyan"
"SEC63","black"
"CBFA2T3","magenta"
"YTHDF2","blue"
"H4C8","green"
"TMEM129","green"
"YEATS4","brown"
"UCKL1","grey"
"MAD2L2","grey"
"UPP1","red"
"SLC35B1","green"
"SPSB3","grey"
"SIVA1","grey"
"PPP1R14A","yellow"
"ZNF511","green"
"TRA2B","grey60"
"ZNF689","blue"
"SLC29A1","turquoise"
"EMID1","pink"
"NSA2","grey"
"BACE2","magenta"
"VKORC1","pink"
"ACSL5","red"
"TRAPPC1","turquoise"
"KBTBD8","black"
"AK6","turquoise"
"HLA-F","tan"
"ELP5","green"
"TRMT61B","brown"
"ZNF544","grey"
"COPG2","turquoise"
"LMAN2L","grey"
"TRAK2","turquoise"
"PIWIL2","grey"
"SYNGR2","yellow"
"BCKDHA","grey"
"SLC49A3","grey"
"GIN1","brown"
"H2AC6","grey"
"AFF1","grey"
"RAB5IF","turquoise"
"NGRN","turquoise"
"C1QBP","green"
"STAC3","green"
"RNF141","brown"
"PIK3R3","black"
"WLS","grey"
"GCA","tan"
"TJAP1","blue"
"GOLM2","brown"
"MRPL45","black"
"ATP6V1C1","turquoise"
"PRCC","yellow"
"CRK","grey"
"PTP4A1","green"
"CLUH","grey"
"PPP6R2","grey"
"SETD3","green"
"LCOR","salmon"
"RGMA","blue"
"XPO1","purple"
"PRDX6","blue"
"DMTN","green"
"NETO2","grey"
"TAF5","yellow"
"LYPLA2","green"
"WDR91","greenyellow"
"SRSF8","greenyellow"
"RANBP6","turquoise"
"ZNF583","lightgreen"
"RNPEPL1","green"
"KCNJ14","midnightblue"
"FAAP24","grey"
"PTBP2","grey"
"TMCC1","turquoise"
"NLRP3","grey"
"STRN4","lightgreen"
"CX3CL1","magenta"
"NCSTN","blue"
"OSBP","grey"
"GAS2","grey"
"MYOZ3","brown"
"CTSS","tan"
"ADCY3","magenta"
"DDX18","greenyellow"
"NOTCH1","magenta"
"TOP1","blue"
"CFH","pink"
"PLAGL2","grey"
"MRPS22","turquoise"
"TRIM2","grey60"
"CD99L2","green"
"AKIRIN2","grey"
"MRPS27","turquoise"
"OXR1","brown"
"SARS2","green"
"NARS2","turquoise"
"B4GAT1","blue"
"MIR600HG","blue"
"SSR3","black"
"DTNB","grey"
"CD248","grey"
"CHD1L","grey"
"TMBIM1","green"
"LRRC8C","magenta"
"PKIG","grey"
"TMEM60","grey"
"ADRA2B","magenta"
"FKBP1A","green"
"IL17RC","turquoise"
"LYAR","grey"
"ZFP3","brown"
"SP1","grey"
"TLCD4","brown"
"CES3","grey"
"MLLT3","brown"
"SIGMAR1","pink"
"ZDHHC16","turquoise"
"MSN","red"
"MRPL32","black"
"MLXIPL","turquoise"
"TMX1","purple"
"MSC","red"
"GTF2IRD1","grey"
"BCL2L13","grey"
"PPP3CB","grey"
"GRAMD1A","red"
"ST7","grey"
"NEU1","blue"
"FAM200C","grey"
"THEM6","lightcyan"
"ACADVL","grey"
"GAMT","yellow"
"AMFR","green"
"PDXK","grey"
"PLD6","blue"
"MTHFS","green"
"CENPQ","grey60"
"CFL2","brown"
"TACC2","blue"
"SLC30A5","brown"
"THBS2","pink"
"TMX2","turquoise"
"NUCB1","green"
"TRIM37","brown"
"MAP4K3","salmon"
"TRIM45","grey"
"RPL36AL","grey"
"PANK4","grey"
"PA2G4","grey"
"HDAC2","brown"
"PPP6R3","grey"
"C2CD2","red"
"CAB39","grey"
"TCF25","blue"
"CDKN3","lightgreen"
"FBXO3","turquoise"
"FKBP4","grey"
"CRLS1","brown"
"HEYL","grey"
"TAL2","yellow"
"ADRM1","green"
"TREML1","midnightblue"
"NDUFB5","brown"
"DLC1","magenta"
"ATF7IP","grey"
"BRAT1","blue"
"LLPH","yellow"
"GBP3","magenta"
"HECTD2","salmon"
"EIF2S1","grey"
"PRRC1","grey60"
"C17orf58","purple"
"NOTCH2NLA","black"
"PUF60","red"
"SET","brown"
"HERC1","turquoise"
"ARMC6","grey"
"CTNNAL1","grey"
"VPS28","grey"
"COMT","yellow"
"TENT4A","blue"
"SRPX","blue"
"DCTN4","black"
"CDC42EP5","blue"
"ENPP1","turquoise"
"KRCC1","turquoise"
"CEBPA","grey"
"DLL1","magenta"
"RALB","grey"
"NPHP3","greenyellow"
"RETREG1","purple"
"N4BP1","brown"
"IFI30","tan"
"RASGRP3","brown"
"AK2","turquoise"
"RILP","green"
"MAPKAPK2","green"
"OAS3","magenta"
"SRPRB","salmon"
"VSIG4","tan"
"GRAMD2B","yellow"
"IWS1","turquoise"
"ACAD9","grey"
"FOXE1","midnightblue"
"ZGRF1","salmon"
"FBXO30","turquoise"
"RAPSN","grey"
"NUFIP2","grey"
"EIF4EBP3","turquoise"
"DCAF8","grey"
"MTCH1","blue"
"BAZ2B","purple"
"GNL2","grey"
"PFKFB4","grey"
"RPL22","turquoise"
"MICAL2","blue"
"ZMYND11","brown"
"UGP2","turquoise"
"PTGIS","pink"
"GPAA1","grey"
"TMEM9B","turquoise"
"SIL1","blue"
"NFKB1","blue"
"BRD2","blue"
"ABCC4","grey"
"GINS2","grey"
"COPS8","brown"
"L3HYPDH","turquoise"
"MAB21L1","grey"
"SLC45A3","grey"
"UBE2O","lightgreen"
"CLHC1","grey"
"SNRNP48","grey"
"H3-3A","red"
"FUT1","grey"
"GTF2H2","grey"
"RNF123","turquoise"
"MACO1","turquoise"
"VCPKMT","grey"
"ZNF449","purple"
"RTN2","grey"
"KLHL8","grey"
"MAP4K2","red"
"NKAIN2","black"
"P4HA2","pink"
"ABCF2","green"
"METTL1","red"
"RNF114","blue"
"LYPLAL1","grey"
"PRDX2","turquoise"
"OCRL","greenyellow"
"SMPD4","grey"
"PACSIN3","green"
"ZGPAT","yellow"
"BDH2","grey"
"DENND1B","brown"
"MAPT","green"
"SLC16A9","grey"
"TRIM13","grey"
"PIGU","red"
